way,name,way_id,node_id,highway,lat,lng,bearing
"<overpy.Way id=747280760 nodes=[26781973, 1837448982]>",South Bridge Road,747280760,26781973,secondary,1.2832020,103.8458432,208.25847363681297
"<overpy.Way id=747280760 nodes=[26781973, 1837448982]>",South Bridge Road,747280760,1837448982,secondary,1.2828912,103.8456761,
"<overpy.Way id=666600898 nodes=[6241199121, 6231418209]>",Mosque Street;摩士街,666600898,6241199121,residential,1.2834423,103.8454503,299.0472656565118
"<overpy.Way id=666600898 nodes=[6241199121, 6231418209]>",Mosque Street;摩士街,666600898,6231418209,residential,1.2834825,103.8453779,
"<overpy.Way id=666600901 nodes=[6241199122, 3426776778]>",Mosque Street;摩士街,666600901,6241199122,residential,1.2836635,103.8450587,299.26759597576876
"<overpy.Way id=666600901 nodes=[6241199122, 3426776778]>",Mosque Street;摩士街,666600901,3426776778,residential,1.2842592,103.8439955,
"<overpy.Way id=665722900 nodes=[3426776773, 6241199121]>",Mosque Street;摩士街,665722900,3426776773,residential,1.2833879,103.8455454,299.7770236790707
"<overpy.Way id=665722900 nodes=[3426776773, 6241199121]>",Mosque Street;摩士街,665722900,6241199121,residential,1.2834423,103.8454503,
"<overpy.Way id=665722901 nodes=[26781973, 3426776773]>",Mosque Street;摩士街,665722901,26781973,residential,1.2832020,103.8458432,301.9806998035712
"<overpy.Way id=665722901 nodes=[26781973, 3426776773]>",Mosque Street;摩士街,665722901,3426776773,residential,1.2833879,103.8455454,
"<overpy.Way id=665722902 nodes=[3426776778, 7860046204, 246800416]>",Mosque Street;摩士街,665722902,3426776778,residential,1.2842592,103.8439955,297.43402520370825
"<overpy.Way id=665722902 nodes=[3426776778, 7860046204, 246800416]>",Mosque Street;摩士街,665722902,7860046204,residential,1.2844069,103.8437109,311.3549178700476
"<overpy.Way id=665722902 nodes=[3426776778, 7860046204, 246800416]>",Mosque Street;摩士街,665722902,246800416,residential,1.2844355,103.8436784,
"<overpy.Way id=22919804 nodes=[6231418209, 472290886, 6241199122]>",Mosque Street;摩士街,22919804,6231418209,residential,1.2834825,103.8453779,301.5765554612379
"<overpy.Way id=22919804 nodes=[6231418209, 472290886, 6241199122]>",Mosque Street;摩士街,22919804,472290886,residential,1.2835351,103.8452923,298.80179713700073
"<overpy.Way id=22919804 nodes=[6231418209, 472290886, 6241199122]>",Mosque Street;摩士街,22919804,6241199122,residential,1.2836635,103.8450587,
"<overpy.Way id=747280760 nodes=[26781973, 1837448982]>",South Bridge Road,747280760,26781973,secondary,1.2832020,103.8458432,208.25847363681297
"<overpy.Way id=747280760 nodes=[26781973, 1837448982]>",South Bridge Road,747280760,1837448982,secondary,1.2828912,103.8456761,
"<overpy.Way id=666600898 nodes=[6241199121, 6231418209]>",Mosque Street;摩士街,666600898,6241199121,residential,1.2834423,103.8454503,299.0472656565118
"<overpy.Way id=666600898 nodes=[6241199121, 6231418209]>",Mosque Street;摩士街,666600898,6231418209,residential,1.2834825,103.8453779,
"<overpy.Way id=666600901 nodes=[6241199122, 3426776778]>",Mosque Street;摩士街,666600901,6241199122,residential,1.2836635,103.8450587,299.26759597576876
"<overpy.Way id=666600901 nodes=[6241199122, 3426776778]>",Mosque Street;摩士街,666600901,3426776778,residential,1.2842592,103.8439955,
"<overpy.Way id=665722900 nodes=[3426776773, 6241199121]>",Mosque Street;摩士街,665722900,3426776773,residential,1.2833879,103.8455454,299.7770236790707
"<overpy.Way id=665722900 nodes=[3426776773, 6241199121]>",Mosque Street;摩士街,665722900,6241199121,residential,1.2834423,103.8454503,
"<overpy.Way id=665722901 nodes=[26781973, 3426776773]>",Mosque Street;摩士街,665722901,26781973,residential,1.2832020,103.8458432,301.9806998035712
"<overpy.Way id=665722901 nodes=[26781973, 3426776773]>",Mosque Street;摩士街,665722901,3426776773,residential,1.2833879,103.8455454,
"<overpy.Way id=665722902 nodes=[3426776778, 7860046204, 246800416]>",Mosque Street;摩士街,665722902,3426776778,residential,1.2842592,103.8439955,297.43402520370825
"<overpy.Way id=665722902 nodes=[3426776778, 7860046204, 246800416]>",Mosque Street;摩士街,665722902,7860046204,residential,1.2844069,103.8437109,311.3549178700476
"<overpy.Way id=665722902 nodes=[3426776778, 7860046204, 246800416]>",Mosque Street;摩士街,665722902,246800416,residential,1.2844355,103.8436784,
"<overpy.Way id=22919804 nodes=[6231418209, 472290886, 6241199122]>",Mosque Street;摩士街,22919804,6231418209,residential,1.2834825,103.8453779,301.5765554612379
"<overpy.Way id=22919804 nodes=[6231418209, 472290886, 6241199122]>",Mosque Street;摩士街,22919804,472290886,residential,1.2835351,103.8452923,298.80179713700073
"<overpy.Way id=22919804 nodes=[6231418209, 472290886, 6241199122]>",Mosque Street;摩士街,22919804,6241199122,residential,1.2836635,103.8450587,
"<overpy.Way id=634155137 nodes=[2653319333, 1947625976]>",Amoy Street,634155137,2653319333,residential,1.2813962,103.8473644,29.724086423482618
"<overpy.Way id=634155137 nodes=[2653319333, 1947625976]>",Amoy Street,634155137,1947625976,residential,1.2814806,103.8474126,
"<overpy.Way id=692636298 nodes=[6502578969, 6502578970]>",Amoy Street,692636298,6502578969,residential,1.2811747,103.8472359,30.556821123076247
"<overpy.Way id=692636298 nodes=[6502578969, 6502578970]>",Amoy Street,692636298,6502578970,residential,1.2812465,103.8472783,
"<overpy.Way id=692636299 nodes=[6502578970, 6229003246]>",Amoy Street,692636299,6502578970,residential,1.2812465,103.8472783,30.650954644060164
"<overpy.Way id=692636299 nodes=[6502578970, 6229003246]>",Amoy Street,692636299,6229003246,residential,1.2813182,103.8473208,
"<overpy.Way id=665507892 nodes=[1947625976, 26782185]>",Amoy Street,665507892,1947625976,residential,1.2814806,103.8474126,28.935539484258243
"<overpy.Way id=665507892 nodes=[1947625976, 26782185]>",Amoy Street,665507892,26782185,residential,1.2817392,103.8475556,
"<overpy.Way id=667356373 nodes=[6248454471, 2275211086]>",Amoy Street,667356373,6248454471,residential,1.2809378,103.8470969,30.33045609702077
"<overpy.Way id=667356373 nodes=[6248454471, 2275211086]>",Amoy Street,667356373,2275211086,residential,1.2811285,103.8472085,
"<overpy.Way id=665507895 nodes=[6229003246, 2653319333]>",Amoy Street,665507895,6229003246,residential,1.2813182,103.8473208,29.19796856079381
"<overpy.Way id=665507895 nodes=[6229003246, 2653319333]>",Amoy Street,665507895,2653319333,residential,1.2813962,103.8473644,
"<overpy.Way id=665507929 nodes=[5233472033, 6229003258]>",Amoy Street,665507929,5233472033,residential,1.2799455,103.8466953,14.978406309705349
"<overpy.Way id=665507929 nodes=[5233472033, 6229003258]>",Amoy Street,665507929,6229003258,residential,1.2801641,103.8467538,
"<overpy.Way id=665507898 nodes=[2275211086, 6502578969]>",Amoy Street,665507898,2275211086,residential,1.2811285,103.8472085,30.664775774889165
"<overpy.Way id=665507898 nodes=[2275211086, 6502578969]>",Amoy Street,665507898,6502578969,residential,1.2811747,103.8472359,
"<overpy.Way id=765882779 nodes=[26782158, 5233472033]>",Amoy Street,765882779,26782158,residential,1.2799281,103.8466946,2.303186089177359
"<overpy.Way id=765882779 nodes=[26782158, 5233472033]>",Amoy Street,765882779,5233472033,residential,1.2799455,103.8466953,
"<overpy.Way id=22922238 nodes=[6229003258, 248431812, 26782143, 6248454471]>",Amoy Street,22922238,6229003258,residential,1.2801641,103.8467538,18.340304082900843
"<overpy.Way id=22922238 nodes=[6229003258, 248431812, 26782143, 6248454471]>",Amoy Street,22922238,248431812,residential,1.2803544,103.8468169,22.620550810428085
"<overpy.Way id=22922238 nodes=[6229003258, 248431812, 26782143, 6248454471]>",Amoy Street,22922238,26782143,residential,1.2807071,103.8469639,29.957524553357416
"<overpy.Way id=22922238 nodes=[6229003258, 248431812, 26782143, 6248454471]>",Amoy Street,22922238,6248454471,residential,1.2809378,103.8470969,
"<overpy.Way id=465059833 nodes=[6243305447, 621083502, 26782293]>",Boon Tat Street,465059833,6243305447,residential,1.2816129,103.8477631,121.34238943452948
"<overpy.Way id=465059833 nodes=[6243305447, 621083502, 26782293]>",Boon Tat Street,465059833,621083502,residential,1.2815978,103.8477879,120.75308933784083
"<overpy.Way id=465059833 nodes=[6243305447, 621083502, 26782293]>",Boon Tat Street,465059833,26782293,residential,1.2814473,103.8480409,
"<overpy.Way id=751813850 nodes=[26782185, 6243305447]>",Boon Tat Street,751813850,26782185,residential,1.2817392,103.8475556,121.3341844835623
"<overpy.Way id=751813850 nodes=[26782185, 6243305447]>",Boon Tat Street,751813850,6243305447,residential,1.2816129,103.8477631,
"<overpy.Way id=634155138 nodes=[6243305449, 6243305441, 1947625968]>",Amoy Street,634155138,6243305449,residential,1.2819864,103.8477100,31.974752957106887
"<overpy.Way id=634155138 nodes=[6243305449, 6243305441, 1947625968]>",Amoy Street,634155138,6243305441,residential,1.2822207,103.8478563,31.951666041292583
"<overpy.Way id=634155138 nodes=[6243305449, 6243305441, 1947625968]>",Amoy Street,634155138,1947625968,residential,1.2822534,103.8478767,
"<overpy.Way id=766120020 nodes=[26782185, 6243305449]>",Amoy Street,766120020,26782185,residential,1.2817392,103.8475556,31.982269899984203
"<overpy.Way id=766120020 nodes=[26782185, 6243305449]>",Amoy Street,766120020,6243305449,residential,1.2819864,103.8477100,
"<overpy.Way id=633369736 nodes=[26782230, 4001037466]>",Cross Street,633369736,26782230,primary,1.2816724,103.8495242,299.21966879174886
"<overpy.Way id=633369736 nodes=[26782230, 4001037466]>",Cross Street,633369736,4001037466,primary,1.2819270,103.8490689,
"<overpy.Way id=633335608 nodes=[1953018738, 1224110735]>",Cecil Street,633335608,1953018738,secondary,1.2820186,103.8497476,33.634581944870945
"<overpy.Way id=633335608 nodes=[1953018738, 1224110735]>",Cecil Street,633335608,1224110735,secondary,1.2822081,103.8498737,
"<overpy.Way id=747311785 nodes=[26782230, 8137639020, 1953018738]>",Cecil Street,747311785,26782230,secondary,1.2816724,103.8495242,32.77588968965631
"<overpy.Way id=747311785 nodes=[26782230, 8137639020, 1953018738]>",Cecil Street,747311785,8137639020,secondary,1.2817092,103.8495479,32.83339524982006
"<overpy.Way id=747311785 nodes=[26782230, 8137639020, 1953018738]>",Cecil Street,747311785,1953018738,secondary,1.2820186,103.8497476,
"<overpy.Way id=747311784 nodes=[1224110735, 9780914688, 246810673]>",Cecil Street,747311784,1224110735,secondary,1.2822081,103.8498737,35.298260222863576
"<overpy.Way id=747311784 nodes=[1224110735, 9780914688, 246810673]>",Cecil Street,747311784,9780914688,secondary,1.2822338,103.8498919,35.27675223567627
"<overpy.Way id=747311784 nodes=[1224110735, 9780914688, 246810673]>",Cecil Street,747311784,246810673,secondary,1.2824520,103.8500463,
"<overpy.Way id=465059833 nodes=[6243305447, 621083502, 26782293]>",Boon Tat Street,465059833,6243305447,residential,1.2816129,103.8477631,121.34238943452948
"<overpy.Way id=465059833 nodes=[6243305447, 621083502, 26782293]>",Boon Tat Street,465059833,621083502,residential,1.2815978,103.8477879,120.75308933784083
"<overpy.Way id=465059833 nodes=[6243305447, 621083502, 26782293]>",Boon Tat Street,465059833,26782293,residential,1.2814473,103.8480409,
"<overpy.Way id=751813850 nodes=[26782185, 6243305447]>",Boon Tat Street,751813850,26782185,residential,1.2817392,103.8475556,121.3341844835623
"<overpy.Way id=751813850 nodes=[26782185, 6243305447]>",Boon Tat Street,751813850,6243305447,residential,1.2816129,103.8477631,
"<overpy.Way id=633328387 nodes=[26782293, 7860525651, 1947625988]>",Telok Ayer Street,633328387,26782293,residential,1.2814473,103.8480409,210.57295056753497
"<overpy.Way id=633328387 nodes=[26782293, 7860525651, 1947625988]>",Telok Ayer Street,633328387,7860525651,residential,1.2814275,103.8480292,209.5326365756228
"<overpy.Way id=633328387 nodes=[26782293, 7860525651, 1947625988]>",Telok Ayer Street,633328387,1947625988,residential,1.2812445,103.8479255,
"<overpy.Way id=665507919 nodes=[6229003254, 6919370858, 6229003255]>",Telok Ayer Street,665507919,6229003254,residential,1.2811121,103.8478596,209.62808000847437
"<overpy.Way id=665507919 nodes=[6229003254, 6919370858, 6229003255]>",Telok Ayer Street,665507919,6919370858,residential,1.2809502,103.8477675,209.63046989850636
"<overpy.Way id=665507919 nodes=[6229003254, 6919370858, 6229003255]>",Telok Ayer Street,665507919,6229003255,residential,1.2806535,103.8475987,
"<overpy.Way id=665507921 nodes=[6229003255, 6229003256]>",Telok Ayer Street,665507921,6229003255,residential,1.2806535,103.8475987,204.6146409444343
"<overpy.Way id=665507921 nodes=[6229003255, 6229003256]>",Telok Ayer Street,665507921,6229003256,residential,1.2804283,103.8474955,
"<overpy.Way id=665507924 nodes=[6229003256, 6229003257]>",Telok Ayer Street,665507924,6229003256,residential,1.2804283,103.8474955,206.89546190940558
"<overpy.Way id=665507924 nodes=[6229003256, 6229003257]>",Telok Ayer Street,665507924,6229003257,residential,1.2801904,103.8473748,
"<overpy.Way id=665507926 nodes=[6229003257, 7027677925, 7860525671, 7027677929]>",Telok Ayer Street,665507926,6229003257,residential,1.2801904,103.8473748,205.45171071223538
"<overpy.Way id=665507926 nodes=[6229003257, 7027677925, 7860525671, 7027677929]>",Telok Ayer Street,665507926,7027677925,residential,1.2798249,103.8472008,203.55196515258038
"<overpy.Way id=665507926 nodes=[6229003257, 7027677925, 7860525671, 7027677929]>",Telok Ayer Street,665507926,7860525671,residential,1.2797999,103.8471899,203.60522601390818
"<overpy.Way id=665507926 nodes=[6229003257, 7027677925, 7860525671, 7027677929]>",Telok Ayer Street,665507926,7027677929,residential,1.2797681,103.8471760,
"<overpy.Way id=633342398 nodes=[1947625988, 6229003254]>",Telok Ayer Street,633342398,1947625988,residential,1.2812445,103.8479255,206.45538360943075
"<overpy.Way id=633342398 nodes=[1947625988, 6229003254]>",Telok Ayer Street,633342398,6229003254,residential,1.2811121,103.8478596,
"<overpy.Way id=633345488 nodes=[26782293, 6366288508, 6229003253]>",Boon Tat Street,633345488,26782293,residential,1.2814473,103.8480409,119.24747869784267
"<overpy.Way id=633345488 nodes=[26782293, 6366288508, 6229003253]>",Boon Tat Street,633345488,6366288508,residential,1.2814211,103.8480877,119.19935925198422
"<overpy.Way id=633345488 nodes=[26782293, 6366288508, 6229003253]>",Boon Tat Street,633345488,6229003253,residential,1.2813702,103.8481788,
"<overpy.Way id=665507916 nodes=[6229003253, 6918537244, 6229003252]>",Boon Tat Street,665507916,6229003253,residential,1.2813702,103.8481788,119.78685715753556
"<overpy.Way id=665507916 nodes=[6229003253, 6918537244, 6229003252]>",Boon Tat Street,665507916,6918537244,residential,1.2812716,103.8483511,119.77522403466048
"<overpy.Way id=665507916 nodes=[6229003253, 6918537244, 6229003252]>",Boon Tat Street,665507916,6229003252,residential,1.2812132,103.8484532,
"<overpy.Way id=459186758 nodes=[26782339, 4982866849, 4982866848, 4748485523, 4982866847, 26782248, 6228731600]>",Neil Road,459186758,26782339,secondary,1.2798641,103.8428980,245.70391431206266
"<overpy.Way id=459186758 nodes=[26782339, 4982866849, 4982866848, 4748485523, 4982866847, 26782248, 6228731600]>",Neil Road,459186758,4982866849,secondary,1.2797839,103.8427203,244.37176174509105
"<overpy.Way id=459186758 nodes=[26782339, 4982866849, 4982866848, 4748485523, 4982866847, 26782248, 6228731600]>",Neil Road,459186758,4982866848,secondary,1.2797498,103.8426492,245.85948265883079
"<overpy.Way id=459186758 nodes=[26782339, 4982866849, 4982866848, 4748485523, 4982866847, 26782248, 6228731600]>",Neil Road,459186758,4748485523,secondary,1.2797071,103.8425539,238.14759816265013
"<overpy.Way id=459186758 nodes=[26782339, 4982866849, 4982866848, 4748485523, 4982866847, 26782248, 6228731600]>",Neil Road,459186758,4982866847,secondary,1.2796689,103.8424924,235.05911087581566
"<overpy.Way id=459186758 nodes=[26782339, 4982866849, 4982866848, 4748485523, 4982866847, 26782248, 6228731600]>",Neil Road,459186758,26782248,secondary,1.2795899,103.8423793,221.77290417202894
"<overpy.Way id=459186758 nodes=[26782339, 4982866849, 4982866848, 4748485523, 4982866847, 26782248, 6228731600]>",Neil Road,459186758,6228731600,secondary,1.2794397,103.8422451,
"<overpy.Way id=751804396 nodes=[3350897025, 5131570393, 4600790065]>",Kreta Ayer Road,751804396,3350897025,residential,1.2800878,103.8426771,332.47155761397016
"<overpy.Way id=751804396 nodes=[3350897025, 5131570393, 4600790065]>",Kreta Ayer Road,751804396,5131570393,residential,1.2804582,103.8424840,332.28709325506827
"<overpy.Way id=751804396 nodes=[3350897025, 5131570393, 4600790065]>",Kreta Ayer Road,751804396,4600790065,residential,1.2807138,103.8423497,
"<overpy.Way id=751804397 nodes=[26782339, 9559452007, 9559452008, 9559452006, 3350897025]>",Kreta Ayer Road,751804397,26782339,residential,1.2798641,103.8428980,281.1339908661126
"<overpy.Way id=751804397 nodes=[26782339, 9559452007, 9559452008, 9559452006, 3350897025]>",Kreta Ayer Road,751804397,9559452007,residential,1.2798811,103.8428116,295.4527739663943
"<overpy.Way id=751804397 nodes=[26782339, 9559452007, 9559452008, 9559452006, 3350897025]>",Kreta Ayer Road,751804397,9559452008,residential,1.2799008,103.8427702,317.91794942135914
"<overpy.Way id=751804397 nodes=[26782339, 9559452007, 9559452008, 9559452006, 3350897025]>",Kreta Ayer Road,751804397,9559452006,residential,1.2799380,103.8427366,338.3421142750075
"<overpy.Way id=751804397 nodes=[26782339, 9559452007, 9559452008, 9559452006, 3350897025]>",Kreta Ayer Road,751804397,3350897025,residential,1.2800878,103.8426771,
"<overpy.Way id=49890815 nodes=[26782342, 6366288509, 5104641398]>",Telok Ayer Street,49890815,26782342,residential,1.2822201,103.8485455,214.7670580078861
"<overpy.Way id=49890815 nodes=[26782342, 6366288509, 5104641398]>",Telok Ayer Street,49890815,6366288509,residential,1.2821406,103.8484903,214.79030824032642
"<overpy.Way id=49890815 nodes=[26782342, 6366288509, 5104641398]>",Telok Ayer Street,49890815,5104641398,residential,1.2819449,103.8483543,
"<overpy.Way id=633369730 nodes=[26782342, 6184889773, 1953018747]>",Cross Street,633369730,26782342,primary,1.2822201,103.8485455,299.4975107365484
"<overpy.Way id=633369730 nodes=[26782342, 6184889773, 1953018747]>",Cross Street,633369730,6184889773,primary,1.2822408,103.8485089,299.436898160198
"<overpy.Way id=633369730 nodes=[26782342, 6184889773, 1953018747]>",Cross Street,633369730,1953018747,primary,1.2825076,103.8480360,
"<overpy.Way id=21998983 nodes=[237012179, 5270636248, 26781973]>",South Bridge Road,21998983,237012179,secondary,1.2836322,103.8461028,211.128376179891
"<overpy.Way id=21998983 nodes=[237012179, 5270636248, 26781973]>",South Bridge Road,21998983,5270636248,secondary,1.2835289,103.8460404,211.09381143869848
"<overpy.Way id=21998983 nodes=[237012179, 5270636248, 26781973]>",South Bridge Road,21998983,26781973,secondary,1.2832020,103.8458432,
"<overpy.Way id=639368623 nodes=[3426776775, 602553234]>",Upper Cross Street,639368623,3426776775,primary,1.2838078,103.8458032,301.0627237915741
"<overpy.Way id=639368623 nodes=[3426776775, 602553234]>",Upper Cross Street,639368623,602553234,primary,1.2840158,103.8454578,
"<overpy.Way id=633175175 nodes=[237012179, 7864500630, 3426776775]>",Upper Cross Street,633175175,237012179,primary,1.2836322,103.8461028,300.39517741602236
"<overpy.Way id=633175175 nodes=[237012179, 7864500630, 3426776775]>",Upper Cross Street,633175175,7864500630,primary,1.2836763,103.8460276,300.37688102949147
"<overpy.Way id=633175175 nodes=[237012179, 7864500630, 3426776775]>",Upper Cross Street,633175175,3426776775,primary,1.2838078,103.8458032,
"<overpy.Way id=22019836 nodes=[237055087, 4724923624]>",Shenton Way,22019836,237055087,trunk,1.2760817,103.8482079,214.20182268918322
"<overpy.Way id=22019836 nodes=[237055087, 4724923624]>",Shenton Way,22019836,4724923624,trunk,1.2759524,103.8481200,
"<overpy.Way id=633865721 nodes=[237055087, 6211094301, 5982853959]>",Straits Boulevard,633865721,237055087,secondary,1.2760817,103.8482079,123.43072914280981
"<overpy.Way id=633865721 nodes=[237055087, 6211094301, 5982853959]>",Straits Boulevard,633865721,6211094301,secondary,1.2759961,103.8483376,123.34723036999452
"<overpy.Way id=633865721 nodes=[237055087, 6211094301, 5982853959]>",Straits Boulevard,633865721,5982853959,secondary,1.2756511,103.8488620,
"<overpy.Way id=22917253 nodes=[5982853959, 5687058829]>",Straits Boulevard,22917253,5982853959,secondary,1.2756511,103.8488620,122.68768878099888
"<overpy.Way id=22917253 nodes=[5982853959, 5687058829]>",Straits Boulevard,22917253,5687058829,secondary,1.2755788,103.8489747,
"<overpy.Way id=22002585 nodes=[237055115, 6475183552]>",Robinson Road,22002585,237055115,trunk,1.2767092,103.8473591,50.24327885261073
"<overpy.Way id=22002585 nodes=[237055115, 6475183552]>",Robinson Road,22002585,6475183552,trunk,1.2767176,103.8473692,
"<overpy.Way id=690187435 nodes=[6475183552, 7867196159, 1318569094, 1318569068]>",Robinson Road,690187435,6475183552,trunk,1.2767176,103.8473692,49.73516936208381
"<overpy.Way id=690187435 nodes=[6475183552, 7867196159, 1318569094, 1318569068]>",Robinson Road,690187435,7867196159,trunk,1.2767480,103.8474051,49.67234865247542
"<overpy.Way id=690187435 nodes=[6475183552, 7867196159, 1318569094, 1318569068]>",Robinson Road,690187435,1318569094,trunk,1.2769185,103.8476060,38.40323198078471
"<overpy.Way id=690187435 nodes=[6475183552, 7867196159, 1318569094, 1318569068]>",Robinson Road,690187435,1318569068,trunk,1.2771797,103.8478131,
"<overpy.Way id=827193321 nodes=[3821377637, 246800870]>",Maxwell Road,827193321,3821377637,secondary,1.2764252,103.8476740,122.8986795777127
"<overpy.Way id=827193321 nodes=[3821377637, 246800870]>",Maxwell Road,827193321,246800870,secondary,1.2763192,103.8478379,
"<overpy.Way id=75592459 nodes=[237055115, 6363741209, 1735498456, 3821377637]>",Maxwell Road,75592459,237055115,secondary,1.2767092,103.8473591,134.84387704435267
"<overpy.Way id=75592459 nodes=[237055115, 6363741209, 1735498456, 3821377637]>",Maxwell Road,75592459,6363741209,secondary,1.2766742,103.8473943,134.8064967408863
"<overpy.Way id=75592459 nodes=[237055115, 6363741209, 1735498456, 3821377637]>",Maxwell Road,75592459,1735498456,secondary,1.2765319,103.8475376,128.04148275754505
"<overpy.Way id=75592459 nodes=[237055115, 6363741209, 1735498456, 3821377637]>",Maxwell Road,75592459,3821377637,secondary,1.2764252,103.8476740,
"<overpy.Way id=479529431 nodes=[237055163, 6363701353, 621083492, 5817288340]>",McCallum Street,479529431,237055163,secondary,1.2788159,103.8488095,302.41368503738465
"<overpy.Way id=479529431 nodes=[237055163, 6363701353, 621083492, 5817288340]>",McCallum Street,479529431,6363701353,secondary,1.2788564,103.8487457,302.43272381531136
"<overpy.Way id=479529431 nodes=[237055163, 6363701353, 621083492, 5817288340]>",McCallum Street,479529431,621083492,secondary,1.2790452,103.8484485,301.8386307311987
"<overpy.Way id=479529431 nodes=[237055163, 6363701353, 621083492, 5817288340]>",McCallum Street,479529431,5817288340,secondary,1.2790637,103.8484187,
"<overpy.Way id=479529432 nodes=[6990246219, 6365618058, 241595237]>",Robinson Road,479529432,6990246219,trunk,1.2796985,103.8493545,31.687467183743422
"<overpy.Way id=479529432 nodes=[6990246219, 6365618058, 241595237]>",Robinson Road,479529432,6365618058,trunk,1.2803753,103.8497724,33.17195856653137
"<overpy.Way id=479529432 nodes=[6990246219, 6365618058, 241595237]>",Robinson Road,479529432,241595237,trunk,1.2804169,103.8497996,
"<overpy.Way id=747038521 nodes=[237055163, 6990246219]>",Robinson Road,747038521,237055163,trunk,1.2788159,103.8488095,31.688687274420886
"<overpy.Way id=747038521 nodes=[237055163, 6990246219]>",Robinson Road,747038521,6990246219,trunk,1.2796985,103.8493545,
"<overpy.Way id=661928080 nodes=[237089541, 7880522399, 4550981229]>",Cecil Street,661928080,237089541,secondary,1.2792655,103.8480938,31.36405833862858
"<overpy.Way id=661928080 nodes=[237089541, 7880522399, 4550981229]>",Cecil Street,661928080,7880522399,secondary,1.2793047,103.8481177,31.338865050186655
"<overpy.Way id=661928080 nodes=[237089541, 7880522399, 4550981229]>",Cecil Street,661928080,4550981229,secondary,1.2800637,103.8485800,
"<overpy.Way id=661928065 nodes=[4550981229, 6197106675]>",Cecil Street,661928065,4550981229,secondary,1.2800637,103.8485800,30.80143873936032
"<overpy.Way id=661928065 nodes=[4550981229, 6197106675]>",Cecil Street,661928065,6197106675,secondary,1.2803612,103.8487574,
"<overpy.Way id=459186767 nodes=[6197106675, 5817301660, 6365618069, 246801953]>",Cecil Street,459186767,6197106675,secondary,1.2803612,103.8487574,29.592191356845206
"<overpy.Way id=459186767 nodes=[6197106675, 5817301660, 6365618069, 246801953]>",Cecil Street,459186767,5817301660,secondary,1.2805383,103.8488580,29.78194126273371
"<overpy.Way id=459186767 nodes=[6197106675, 5817301660, 6365618069, 246801953]>",Cecil Street,459186767,6365618069,secondary,1.2808379,103.8490295,29.784964039593262
"<overpy.Way id=459186767 nodes=[6197106675, 5817301660, 6365618069, 246801953]>",Cecil Street,459186767,246801953,secondary,1.2808779,103.8490524,
"<overpy.Way id=747030842 nodes=[237089604, 7828120483, 6990186809, 4949192835, 6990186810]>",Cecil Street,747030842,237089604,secondary,1.2778580,103.8471871,32.78632852278537
"<overpy.Way id=747030842 nodes=[237089604, 7828120483, 6990186809, 4949192835, 6990186810]>",Cecil Street,747030842,7828120483,secondary,1.2779786,103.8472648,32.87404645058575
"<overpy.Way id=747030842 nodes=[237089604, 7828120483, 6990186809, 4949192835, 6990186810]>",Cecil Street,747030842,6990186809,secondary,1.2784501,103.8475696,32.33484098804149
"<overpy.Way id=747030842 nodes=[237089604, 7828120483, 6990186809, 4949192835, 6990186810]>",Cecil Street,747030842,4949192835,secondary,1.2787159,103.8477379,32.93069695353796
"<overpy.Way id=747030842 nodes=[237089604, 7828120483, 6990186809, 4949192835, 6990186810]>",Cecil Street,747030842,6990186810,secondary,1.2789462,103.8478871,
"<overpy.Way id=669873336 nodes=[237089604, 5133942263, 7828120484, 7828126885, 7828126886, 5233472037]>",Telok Ayer Street,669873336,237089604,residential,1.2778580,103.8471871,331.2120139242791
"<overpy.Way id=669873336 nodes=[237089604, 5133942263, 7828120484, 7828126885, 7828126886, 5233472037]>",Telok Ayer Street,669873336,5133942263,residential,1.2778842,103.8471727,321.5960600621975
"<overpy.Way id=669873336 nodes=[237089604, 5133942263, 7828120484, 7828126885, 7828126886, 5233472037]>",Telok Ayer Street,669873336,7828120484,residential,1.2779180,103.8471459,311.00186110083456
"<overpy.Way id=669873336 nodes=[237089604, 5133942263, 7828120484, 7828126885, 7828126886, 5233472037]>",Telok Ayer Street,669873336,7828126885,residential,1.2780734,103.8469671,331.84604995270524
"<overpy.Way id=669873336 nodes=[237089604, 5133942263, 7828120484, 7828126885, 7828126886, 5233472037]>",Telok Ayer Street,669873336,7828126886,residential,1.2781074,103.8469489,347.3821720491974
"<overpy.Way id=669873336 nodes=[237089604, 5133942263, 7828120484, 7828126885, 7828126886, 5233472037]>",Telok Ayer Street,669873336,5233472037,residential,1.2781601,103.8469371,
"<overpy.Way id=465056817 nodes=[237089753, 4600790084]>",Maxwell Road,465056817,237089753,secondary,1.2804057,103.8440389,313.1471239333701
"<overpy.Way id=465056817 nodes=[237089753, 4600790084]>",Maxwell Road,465056817,4600790084,secondary,1.2804921,103.8439467,
"<overpy.Way id=654772975 nodes=[4600790086, 7866818015, 237089753, 9742787617, 9742787618, 4600790493]>",Tanjong Pagar Road,654772975,4600790086,secondary,1.2798496,103.8439071,12.664868529149715
"<overpy.Way id=654772975 nodes=[4600790086, 7866818015, 237089753, 9742787617, 9742787618, 4600790493]>",Tanjong Pagar Road,654772975,7866818015,secondary,1.2803203,103.8440129,16.928866467694604
